--Loading Data mm-dd-yyyy.txt
USE [TestDB2];
GO

ALTER TABLE Employee NOCHECK CONSTRAINT ALL;

-- Add Department data
INSERT [dbo].[Department] ([DeptId], [ManagerId], [Name], [Description]) VALUES (N'D22', 22, N'Sales', N'quad gravis et egreddior fecundio, et parte quis plorum et apparens trepicandor parte Sed Versus plurissimum regit,')
GO
INSERT [dbo].[Department] ([DeptId], [ManagerId], [Name], [Description]) VALUES (N'D28', 63, N'Marketing', N'non quo rarendum cognitio, si manifestum si homo, eudis et habitatio fecundio, manifestum eggredior. quad dolorum')
GO
INSERT [dbo].[Department] ([DeptId], [ManagerId], [Name], [Description]) VALUES (N'D44', 23, N'Human Resources', N'essit. vobis non egreddior glavans vantis. et funem. fecit. transit. bono Quad quoque et funem. et ut pars volcans quo, in quoque gravis')
GO
INSERT [dbo].[Department] ([DeptId], [ManagerId], [Name], [Description]) VALUES (N'D53', 48, N'Customer Service', N'quantare fecit. linguens Sed Longam, estis estis volcans funem. estum. imaginator rarendum volcans travissimantor apparens')
GO
INSERT [dbo].[Department] ([DeptId], [ManagerId], [Name], [Description]) VALUES (N'D56', 34, N'IT', N'quo plurissimum volcans gravis e funem. in glavans ut quad plorum travissimantor estum. e gravis quo,')
GO
INSERT [dbo].[Department] ([DeptId], [ManagerId], [Name], [Description]) VALUES (N'D57', 40, N'Operational', N'et e funem. et delerium. egreddior pars et quad et quantare apparens gravum apparens quad dolorum quantare non')
GO
INSERT [dbo].[Department] ([DeptId], [ManagerId], [Name], [Description]) VALUES (N'D6 ', 38, N'Administrative', N'quartu quad ut quad pars fecit. quantare quo, vobis trepicandor nomen non esset Id in quis plurissimum')
GO
INSERT [dbo].[Department] ([DeptId], [ManagerId], [Name], [Description]) VALUES (N'D75', 49, N'Production', N'quad egreddior manifestum Sed et venit. vobis nomen travissimantor quartu Sed egreddior transit. quad nomen quad')
GO
INSERT [dbo].[Department] ([DeptId], [ManagerId], [Name], [Description]) VALUES (N'D89', 29, N'Social', N'et travissimantor quo apparens plorum fecit, ut non Longam, et funem. plurissimum travissimantor quo')
GO
INSERT [dbo].[Department] ([DeptId], [ManagerId], [Name], [Description]) VALUES (N'D96', 55, N'TOP SECRET', N'novum nomen Versus Longam, non pladior travissimantor transit. quad dolorum dolorum egreddior in quis quad')
GO

-- Add Employee data
SET IDENTITY_INSERT [dbo].[Employee] ON 
GO
INSERT [dbo].[Employee] ([EmployeeId], [DeptId], [FirstName], [LastName], [HireDate], [Position], [Active], [CreatedDate], [ModifiedDate]) VALUES (1, N'D75', N'Angie', N'Fuller','06-17-2010', N'Q06SSYOAPDT0T9NEZJQJAWIJDM9RS2H2SYCENK8GLUPFZFKO8YHG4',0,'06-07-2015','07-13-2010')
INSERT [dbo].[Employee] ([EmployeeId], [DeptId], [FirstName], [LastName], [HireDate], [Position], [Active], [CreatedDate], [ModifiedDate]) VALUES (227, N'D22', N'Garry', N'Nichols','08-03-1990', N'BC73VAA1W8YJOH',0,'02-25-2016','08-26-1990')

INSERT [dbo].[Employee] ([EmployeeId], [DeptId], [FirstName], [LastName], [HireDate], [Position], [Active], [CreatedDate], [ModifiedDate]) VALUES (228, N'D89', N'Albert', N'Case','10-06-1997', N'MEIJNRY7YWXT4VDTL0ORAYM6CM4YD698P4VXQY72D496YG55IFDIZPQORB71MZURMP30ZG3NT',1,'02-11-2016','11-04-1997')

INSERT [dbo].[Employee] ([EmployeeId], [DeptId], [FirstName], [LastName], [HireDate], [Position], [Active], [CreatedDate], [ModifiedDate]) VALUES (229, N'D75', N'Tommy', N'Page','11-02-2004', N'E5OF8VGYGYSR8ZD75EQ6FDAHK8C5',0,'05-14-2015','11-14-2004')

INSERT [dbo].[Employee] ([EmployeeId], [DeptId], [FirstName], [LastName], [HireDate], [Position], [Active], [CreatedDate], [ModifiedDate]) VALUES (230, N'D89', N'Trenton', N'Meyers','03-02-2008', N'2BQOCBL0C3CKOJWZUG4NSAOWM70U7VZIBSDM22WOR7TBEMRTEIPS8IDSNT15BQT',1,'07-10-2015','03-08-2008')

INSERT [dbo].[Employee] ([EmployeeId], [DeptId], [FirstName], [LastName], [HireDate], [Position], [Active], [CreatedDate], [ModifiedDate]) VALUES (231, N'D6 ', N'Bryant', N'Hodges','12-05-1994', N'4T8V59WSKGVLGDI0G7GO66ATFLZ91QD1DC7LDVO5',0,'11-15-2015','12-17-1994')

INSERT [dbo].[Employee] ([EmployeeId], [DeptId], [FirstName], [LastName], [HireDate], [Position], [Active], [CreatedDate], [ModifiedDate]) VALUES (232, N'D44', N'Kristine', N'Hunter','03-28-1990', N'X8SNSB9A1P3A4AXIFGJANRT3U736XN',0,'01-26-2015','04-07-1990')

INSERT [dbo].[Employee] ([EmployeeId], [DeptId], [FirstName], [LastName], [HireDate], [Position], [Active], [CreatedDate], [ModifiedDate]) VALUES (233, N'D44', N'Latisha', N'Horton','11-13-2009', N'IA29YH6MAPYZ19Q9292XE4UY6EPTK73',0,'09-15-2015','11-19-2009')

INSERT [dbo].[Employee] ([EmployeeId], [DeptId], [FirstName], [LastName], [HireDate], [Position], [Active], [CreatedDate], [ModifiedDate]) VALUES (234, N'D56', N'Omar', N'Mercer','09-28-1997', N'D4LZ11Y09T9LPRSU3Y1WUP6EG42KSD22LKMXNQ70B1OKU8',0,'12-07-2015','10-10-1997')

INSERT [dbo].[Employee] ([EmployeeId], [DeptId], [FirstName], [LastName], [HireDate], [Position], [Active], [CreatedDate], [ModifiedDate]) VALUES (235, N'D28', N'Jared', N'Baird','07-20-1992', N'FMVPM66JNX6JWYE8WR7Z44V6DQ0KS1MJ7VNYXNFVE1YZH7A2XTSSN94AQ',1,'03-30-2015','08-02-1992')

INSERT [dbo].[Employee] ([EmployeeId], [DeptId], [FirstName], [LastName], [HireDate], [Position], [Active], [CreatedDate], [ModifiedDate]) VALUES (236, N'D89', N'Stanley', N'Phillips','10-22-1995', N'BW5MQMBMB1AFA8BBL35VO6',0,'03-26-2015','11-11-1995')

INSERT [dbo].[Employee] ([EmployeeId], [DeptId], [FirstName], [LastName], [HireDate], [Position], [Active], [CreatedDate], [ModifiedDate]) VALUES (237, N'D56', N'Bridgette', N'Horn','02-03-2006', N'YNZ9TWYRD77CJQSACOUV9RHIKHCO04U05H7YRDHQD9X8',0,'08-02-2015','02-25-2006')

INSERT [dbo].[Employee] ([EmployeeId], [DeptId], [FirstName], [LastName], [HireDate], [Position], [Active], [CreatedDate], [ModifiedDate]) VALUES (238, N'D6 ', N'Helen', N'Carpenter','02-21-2002', N'VSLSST7UA565GOCJAQ8C762IUJZ63H0T9FOORV7BN5UB0SAO563IPVVPQ2Y9U1QS5DW00',0,'09-20-2015','03-20-2002')

INSERT [dbo].[Employee] ([EmployeeId], [DeptId], [FirstName], [LastName], [HireDate], [Position], [Active], [CreatedDate], [ModifiedDate]) VALUES (239, N'D53', N'Dean', N'Roman','05-29-2011', N'SEJWP1BQI18A0WEH4DKYYPXYHM',1,'01-09-2015','06-18-2011')

INSERT [dbo].[Employee] ([EmployeeId], [DeptId], [FirstName], [LastName], [HireDate], [Position], [Active], [CreatedDate], [ModifiedDate]) VALUES (240, N'D53', N'Michael', N'Weaver','07-09-2011', N'16NV9NIEOZS5TDZKW0J0UEN8IG1O3GKF3M9JU5ZMIIPH',1,'06-02-2015','07-22-2011')

INSERT [dbo].[Employee] ([EmployeeId], [DeptId], [FirstName], [LastName], [HireDate], [Position], [Active], [CreatedDate], [ModifiedDate]) VALUES (241, N'D44', N'Helen', N'Gutierrez','01-13-1996', N'7QLY51YYMKNIFDSLTA8FC263GPQ1WHBO6VAQGPYFMHH2L0FS6',1,'09-25-2015','01-14-1996')

INSERT [dbo].[Employee] ([EmployeeId], [DeptId], [FirstName], [LastName], [HireDate], [Position], [Active], [CreatedDate], [ModifiedDate]) VALUES (242, N'D96', N'Otis', N'Golden','07-27-1993', N'O7H2Z5JHIFAX149ZCJ2254CTSVL4HF9XVVT363W56Z6I4PFCSMOWQ3VKVO93JEZ36D26B5S8M',1,'12-05-2015','08-07-1993')

INSERT [dbo].[Employee] ([EmployeeId], [DeptId], [FirstName], [LastName], [HireDate], [Position], [Active], [CreatedDate], [ModifiedDate]) VALUES (243, N'D6 ', N'Forrest', N'Pittman','02-20-2006', N'V5XTO3',0,'11-02-2015','03-15-2006')

INSERT [dbo].[Employee] ([EmployeeId], [DeptId], [FirstName], [LastName], [HireDate], [Position], [Active], [CreatedDate], [ModifiedDate]) VALUES (244, N'D22', N'Doris', N'Mc Clure','12-07-2012', N'8BVQC7RZ88IUSLS03CRN91NUGAT7QM2Z6OA23CU5A6',1,'04-08-2015','12-09-2012')

INSERT [dbo].[Employee] ([EmployeeId], [DeptId], [FirstName], [LastName], [HireDate], [Position], [Active], [CreatedDate], [ModifiedDate]) VALUES (245, N'D96', N'Claude', N'Mc Mahon','12-14-2001', N'W9EUB34UHXG67O1A2EJ9M6IO4BPWQILC3YRK1GI4LSK2PI2E22RRQXGQQQPZE73ZC338XG',0,'12-04-2015','01-06-2002')

INSERT [dbo].[Employee] ([EmployeeId], [DeptId], [FirstName], [LastName], [HireDate], [Position], [Active], [CreatedDate], [ModifiedDate]) VALUES (246, N'D96', N'Jane', N'Montoya','09-29-2011', N'MWFNTLGYM8AUOQTL5I0TAQIQDPLPLFUHLS5VB9N4AR3R3DE9IIXQWNYW',1,'12-04-2015','10-19-2011')

INSERT [dbo].[Employee] ([EmployeeId], [DeptId], [FirstName], [LastName], [HireDate], [Position], [Active], [CreatedDate], [ModifiedDate]) VALUES (247, N'D28', N'Dion', N'Taylor','12-26-1993', N'P930RD7ET8VKX9WUWJIMQMZAB63H3KYU9HMZJ3IEWD95JO',1,'10-15-2015','12-26-1993')

INSERT [dbo].[Employee] ([EmployeeId], [DeptId], [FirstName], [LastName], [HireDate], [Position], [Active], [CreatedDate], [ModifiedDate]) VALUES (248, N'D75', N'Glen', N'Wise','02-25-1990', N'80V03F9N2ATOKAPA890BGNWBS04PCDU',1,'09-30-2015','02-26-1990')

INSERT [dbo].[Employee] ([EmployeeId], [DeptId], [FirstName], [LastName], [HireDate], [Position], [Active], [CreatedDate], [ModifiedDate]) VALUES (249, N'D22', N'Jerry', N'Bailey','05-03-1995', N'NLUG8KUFZTKPQFY473',1,'12-03-2015','05-24-1995')

INSERT [dbo].[Employee] ([EmployeeId], [DeptId], [FirstName], [LastName], [HireDate], [Position], [Active], [CreatedDate], [ModifiedDate]) VALUES (250, N'D28', N'Sara', N'Duffy','02-14-1996', N'VIC4L4K73BJAPF10YF82OELCM36LD2ZI9CY8BH9CNCR4FJVAOE0PZ0CGX0HHXYU1B11CGSPH6',1,'08-06-2015','02-21-1996')


-- Add EmployeeDetail data
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (1, N'0991938812', N'3610482599', N'263 South Old Avenue', N'Stockton', N'Indiana', N'USA', N'ueeakrk283@krbh-w.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (2, N'2611602854', N'9251024160', N'757 Cowley Blvd.', N'Glendale', N'Hawaii', N'USA', N'ycgtzec.rnfvh@ucqwvj.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (3, N'2521235372', N'8704636144', N'164 Green Cowley Parkway', N'Phoenix', N'South Carolina', N'USA', N'qxvexc2@ctrrgdfn.vjpcvv.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (4, N'5942243042', N'2207174156', N'765 North Second Drive', N'Colorado', N'Pennsylvania', N'USA', N'fdmo.cbiyy@vxhaun.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (5, N'9461387822', N'1695575152', N'14 Fabien Parkway', N'St. Petersburg', N'Colorado', N'USA', N'ktqwir63@glearm.opxdgw.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (6, N'9833411001', N'2551158971', N'50 Rocky Hague Blvd.', N'Des Moines', N'North Dakota', N'USA', N'mhcb48@sgdv.qpwagj.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (7, N'2904843848', NULL, N'25 Fabien Street', N'Long Beach', N'Rhode Island', N'USA', N'jhoovno@u-pgte.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (8, N'3380293516', N'5286435757', N'389 First Freeway', N'Garland', N'Massachusetts', N'USA', N'uezgw.gokvk@ztttvp.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (9, N'0093561957', N'9731408201', N'43 South Clarendon Street', N'Yonkers', N'Wisconsin', N'USA', N'nsplb.jcwmtzdjbs@f-ydga.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (10, N'4729880793', NULL, N'79 Green Clarendon Road', N'Little Rock', N'Kansas', N'USA', N'wmajeizr3@fehzxv.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (11, N'8203827345', N'4027169470', N'842 Clarendon Blvd.', N'Detroit', N'South Carolina', N'USA', N'jsaa.upohkarewb@lzmckiex.upejfg.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (12, N'9264208127', N'0818951880', N'715 Cowley Freeway', N'Toledo', N'Indiana', N'USA', N'uzjngf3@kaigmo.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (13, N'3842036441', N'2189830271', N'259 White New Street', N'Fort Worth', N'Wisconsin', N'USA', N'jhisv.zzixeslscb@fukja.mlylhs.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (14, N'7464899657', N'4052664140', N'63 Oak Boulevard', N'Houston', N'Nevada', N'USA', N'mwel7@cklvyzjg.juc-yx.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (15, NULL, N'0551328513', N'15 North New Parkway', N'Long Beach', N'Alaska', N'USA', N'jgdnqpc556@zaogzo.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (16, N'6330825427', N'8785455592', N'99 Clarendon Blvd.', N'Colorado', N'Florida', N'USA', N'npfdja.xheweoa@tinrjv.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (17, NULL, N'2319467808', N'29 East Rocky Old Avenue', N'Honolulu', N'Texas', N'USA', N'uublry.utni@botrfl.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (18, N'4217215501', N'3905467974', N'97 Nobel Freeway', N'Cleveland', NULL, N'USA', N'laxvff.dtps@q-filz.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (19, N'4711923006', N'9569591870', N'46 Rocky Second Street', N'Cleveland', N'Texas', N'USA', N'njyng.spdn@aovsmzyq.svrwxt.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (20, N'6980394736', N'7798811670', N'988 Cowley Street', N'Montgomery', N'Illinois', N'USA', N'zyar.wrzyykd@explkpzz.dtpcvi.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (21, N'3557283451', N'5674435183', N'13 East White First Avenue', N'Miami', N'Illinois', N'USA', N'hsdpjrna.naafphrnzi@hayontxtw.xtbkgo.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (22, N'3412065203', N'4840356996', N'375 Green New Street', N'Fort Worth', N'New Mexico', N'USA', N'cklomzl.imijtwhld@dtcedx.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (23, N'7239866631', N'9308940387', N'50 Oak Way', N'Mobile', N'Nebraska', N'USA', N'dezcrtf.sozdoqo@fexvze.abigfj.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (24, N'7704299513', N'3626073300', N'917 West Green Fabien St.', N'Dayton', N'West Virginia', N'USA', N'fvzj6@tsorqo.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (25, N'2043575692', N'3506874027', N'42 Second Blvd.', N'Lincoln', N'Idaho', N'USA', N'xprzih@rxphhz.xtqexx.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (26, N'7497883843', N'9894649874', N'680 Green Hague Boulevard', NULL, N'Virginia', N'USA', N'ybgpg17@xwwnu.e-ypil.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (27, N'7386276588', N'8919075982', N'906 North Hague Parkway', N'St. Louis', N'Wyoming', N'USA', N'osvmjz.ikgygyeesx@bgafwr.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (28, N'8491005572', N'9916940909', N'28 New Road', N'Milwaukee', N'Alaska', N'USA', N'rbpq.rrqs@dvomhvh.vtxlmy.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (29, N'3462047338', N'3597339828', N'425 White Clarendon St.', N'Indianapolis', N'Pennsylvania', N'USA', N'rpprhuk@ffmnzn.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (30, N'7508189491', N'2099017441', N'174 First Way', N'Tucson', N'New Mexico', N'USA', N'hspybkl@dwmkabcrb.jgqqr-.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (31, N'3278158387', N'8099077131', N'173 First Street', N'Jersey', N'Missouri', N'USA', N'fxxwofo5@tndr.ftvlmx.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (32, N'8470543494', N'5920907346', N'41 Green New Way', N'Stockton', N'Colorado', N'USA', N'bwlyhj66@hihvyjok.oxczek.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (33, N'5339677184', N'0700435241', N'587 White Second Road', N'Bakersfield', N'Idaho', N'USA', N'wsabhmjd19@vymfymaod.mimzhz.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (34, N'2202222467', N'1198534248', N'62 South Cowley Avenue', N'Cincinnati', N'Texas', N'USA', N'cgvy989@ziltma.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (35, N'3658875144', N'5057419901', N'57 Clarendon Street', N'Tulsa', N'Minnesota', N'USA', N'znueip.yzjvehh@fwthfc.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (36, N'1073863115', N'8766877862', N'477 White Cowley Parkway', N'Columbus', N'Montana', N'USA', N'tdzapax14@mimpavoxq.arofdk.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (37, N'6209662007', N'9315679294', N'126 Second Way', N'Riverside', N'Oregon', N'USA', N'kgxpm.jzlsrew@uogrfhzkd.yhzusq.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (38, N'9621530270', N'0082937504', N'78 Fabien Boulevard', N'Des Moines', N'New York', NULL, N'acexwub.ceyn@mlqemncg.latfjd.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (39, N'8095442521', NULL, N'75 Milton Way', N'Madison', N'Missouri', N'USA', N'kuwkxwsm.kxgewt@icmuwx.rktavg.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (40, N'8889749026', N'6022985883', N'373 Oak Blvd.', N'Raleigh', N'Washington', N'USA', N'cotiuop.wyrjgh@cwwq.pyzofk.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (41, N'5149228551', N'4345658635', N'22 North White Cowley Blvd.', N'Phoenix', N'North Carolina', N'USA', N'uitndq39@uxyemk.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (42, N'6380057591', N'7967119730', N'36 East Old Blvd.', N'Madison', N'New Jersey', N'USA', N'btkvtn.igiea@qyvcqboux.murzta.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (43, N'0610648307', N'0532075947', N'432 Hague Avenue', N'Lincoln', N'California', N'USA', N'ijbxxuq.cbqpdmwi@innny.sfsgvp.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (44, N'9943370113', N'4843922853', N'38 North Green Second St.', N'Milwaukee', N'Oregon', N'USA', N'xryasa97@hnjhv.ljltvv.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (45, N'2115432660', NULL, N'51 Cowley Avenue', N'Omaha', N'New Jersey', N'USA', N'eoxlmn.slovqgqwou@efwklddu.cwcxgv.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (46, N'8709790548', N'7246086073', N'56 Oak Blvd.', N'Mobile', N'Kentucky', N'USA', N'ngyvfv.zbgtq@twgzrmzik.-opkyi.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (47, N'6495953331', N'3780236240', N'261 Rocky Nobel Blvd.', N'Lubbock', N'Pennsylvania', N'USA', N'hbndkyjz.cwalyuj@wvbnynsfg.harvph.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (48, N'6302784933', N'3846812530', N'26 Nobel Blvd.', N'Fresno', N'South Dakota', N'USA', N'plhpsv.ndoqubxjn@nppstdqi.j-jcuf.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (49, N'4345797963', N'3958756570', N'41 Fabien Freeway', N'Birmingham', N'New Mexico', N'USA', N'sgdgzs6@fdihgb.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (50, N'6534661643', NULL, N'383 East Old Avenue', N'Arlington', N'Oklahoma', N'USA', N'ztom18@lvoii.feznwo.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (51, N'6934665161', N'2920946008', N'69 Green Hague Avenue', N'Tulsa', N'New Hampshire', N'USA', N'mccfbsca78@btuwn.evzxvr.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (52, N'6143330349', N'9222419429', N'872 Green Nobel St.', N'Lincoln', N'Washington', N'USA', N'ccckpmaz@pkpgom.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (53, N'6697080995', N'6542785102', N'185 West New St.', N'Tampa', N'Alabama', N'USA', N'egsabh.dejjqa@eifqub.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (54, N'0673730472', N'4689498376', N'48 Rocky Fabien Blvd.', N'Columbus', N'North Carolina', N'USA', N'btgu3@pxwjbjhp.vepkco.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (55, N'0016839942', N'3805912899', N'308 East Old Avenue', N'Mesa', N'Oregon', N'USA', N'bfgwrb.yhbc@vbeadbs.zzakfc.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (56, N'5362533749', N'2940289592', N'972 New Road', N'Detroit', N'Indiana', N'USA', N'qqgrq398@baemyk.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (57, N'7591100804', N'8982704981', N'62 North New Road', N'Miami', N'Pennsylvania', N'USA', N'hcmmvx82@rhrkwt.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (58, N'0176282904', N'0087962904', N'75 Cowley Parkway', N'Baltimore', N'Illinois', N'USA', N'yvchc975@urjne.vswumq.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (59, N'2952761793', N'4853001284', N'89 Fabien Freeway', N'Boston', N'Nevada', N'USA', N'tujuqerq.zfkowhn@azaye.cy-vch.com')
GO
